Translator,Field Name,KV NL Value,KV BEFR Value,Lengte KVNL,Lengte KV BEFR,Length difference,Untranslated?,Question to developer,Feedback/suggestion to translator,iOS Field Name,iOS Value,
Victoria,kruidvat__products_information_page__titles__kvPackageMarksEnvironment,Milieukenmerk op etiket/verpakking:,Label écologique sur l'étiquette/emballage :,35,44,126%,FALSE,,,kvPackageMarksEnvironment,Milieukenmerk op etiket/verpakking:,
Victoria,kruidvat__products_information_page__titles__kvPackageMarksEthical,Ethisch kenmerk op etiket/verpakking:,Label éthique sur l'étiquette/emballage :,37,41,111%,FALSE,,,kvPackageMarksEthical,Ethisch kenmerk op etiket/verpakking:,
Victoria,kruidvat__products_information_page__titles__kvPackageMarksFreeFrom,Vrij van-kenmerk op etiket/verpakking:,"Label ""Exempt de"" sur l'étiquette/emballage :",38,45,118%,FALSE,,,kvPackageMarksFreeFrom,Vrij van-kenmerk op etiket/verpakking:,
Victoria,kruidvat__products_information_page__titles__kvPercentageOfAlcoholByVolume,Alcoholpercentage:,Titre alcoométrique :,18,21,117%,FALSE,,,kvPercentageOfAlcoholByVolume,Alcoholpercentage:,
Victoria,kruidvat__products_information_page__titles__kvContactName,Contactnaam:,Nom du contact :,12,16,133%,FALSE,,,MetaDataAttributesTitles,Contactnaam:,
Victoria,kruidvat__products_information_page__titles__kvCommunicationAddress,Communicatieadres:,Adresse de correspondance :,18,27,150%,FALSE,,,kvCommunicationAddress,Communicatieadres:,
Victoria,kruidvat__products_information_page__titles__kvContactType,Contact type:,Type de contact :,13,17,131%,FALSE,,,kvContactType,Contact type:,
Victoria,kruidvat__products_information_page__titles__kvCommunicationChannelNumber,Communicatiekanaalgegevens:,Données du canal de communication :,27,35,130%,FALSE,,,kvCommunicationChannelNumber,Communicatiekanaalgegevens:,
Victoria,kruidvat__products_information_page__titles__kvCommunicationChannelCode,Type communicatiekanaal:,Type de canal de communication :,24,32,133%,FALSE,,onscheidbare spaties nog toevoegen,kvCommunicationChannelCode,Type communicatiekanaal:,
Victoria,kruidvat__products_information_page__titles__igcInformativePrice1,Adviesprijs:,Prix conseillé :,12,16,133%,FALSE,,,igcInformativePrice1,Adviesprijs:,
Victoria,kruidvat__products_information_page__titles__kvCalculatedPPUDisplayPrice,Berekende Prijs per eenheid:,Prix à l'unité,28,14,50%,FALSE,,Prix calculé par unité -> Prix à l'unité,kvCalculatedPPUDisplayPrice,Berekende Prijs per eenheid:,
Victoria,kruidvat__products_information_page__titles__kvPPUDisplayUnit,PPE type:,Type de EPI :,9,13,144%,FALSE,what does this field name refer to? And was this to be translated?,"waar staat epi voor? >>> EPI = équipements de protection individuelle (PPE = personal protective equipment)
maar nu vraag ik me af of dit wel logisch is hier???",kvPPUDisplayUnit,PPE type:,
Victoria,kruidvat__products_information_page__titles__igcContentSize,Inhoud:,Contenu :,7,9,129%,FALSE,,,igcContentSize,Inhoud:,
Victoria,kruidvat__products_information_page__titles__description,Product informatie,Informations sur le produit,18,27,150%,FALSE,,,description,Product informatie,
Victoria,kruidvat__products_information_page__titles__ean,EAN,EAN,3,3,100%,TRUE,,,ean,EAN,
Victoria,kruidvat__products_information_page__titles__igcContentUnit,Eenheid inhoud:,Contenu par unité :,15,19,127%,FALSE,,,igcContentUnit,Eenheid inhoud:,
Victoria,kruidvat__products_information_page__titles__kvShowPPU,Toon prijs per eenheid:,Montrer le prix par unité :,23,27,117%,FALSE,,,kvShowPPU,Toon prijs per eenheid:,
Victoria,kruidvat__products_information_page__titles__kvScoops,Aantal wasbeurten:,Nombre de lavages :,18,19,106%,FALSE,,,kvScoops,Aantal wasbeurten:,
Victoria,kruidvat__products_information_page__titles__igcBrandCode,Merkcode:,Code de la marque :,9,19,211%,FALSE,,,igcBrandCode,Merkcode:,
Victoria,kruidvat__products_information_page__titles__igcBrandName,Merknaam:,Marque :,9,8,89%,FALSE,,,igcBrandName,Merknaam:,
Victoria,kruidvat__products_information_page__titles__igcContentSizeUnit,Inhoud Omschrijving:,Description du contenu :,20,24,120%,FALSE,,,igcContentSizeUnit,Inhoud Omschrijving:,
Victoria,kruidvat__products_information_page__titles__igcERPShortDescription,ERP korte beschrijving:,Description courte ERP :,23,24,104%,FALSE,,,igcERPShortDescription,ERP korte beschrijving:,
Victoria,kruidvat__products_information_page__titles__igcErpName,ERP naam:,Nom ERP :,9,9,100%,FALSE,,,igcErpName,ERP naam:,
Victoria,kruidvat__products_information_page__titles__igcFormulation,Actieve bestandsdelen:,Composants actifs :,22,19,86%,FALSE,,,igcFormulation,Actieve bestandsdelen:,
Victoria,kruidvat__products_information_page__titles__igcInformativeText1,Raadpleeg huisarts bij:,Consultez votre médecin en cas de :,23,35,152%,FALSE,,,igcInformativeText1,Raadpleeg huisarts bij:,
Victoria,kruidvat__products_information_page__titles__igcInformativeText2,Allergieinformatie:,Informations allergènes :,19,25,132%,FALSE,,,,,
Victoria,kruidvat__products_information_page__titles__igcInformativeText3,3e Informatieve Tekst:,3e Texte informatif :,22,21,95%,FALSE,,,igcInformativeText3,3e Informatieve Tekst:,
Victoria,kruidvat__products_information_page__titles__igcIngredients,Ingredienten:,Ingrédients :,13,13,100%,FALSE,,,igcIngredients,Ingredienten:,
Victoria,kruidvat__products_information_page__titles__igcNewProduct,Nieuw product:,Nouveau produit :,14,17,121%,FALSE,,,igcNewProduct,Nieuw product:,
Victoria,kruidvat__products_information_page__titles__irgPrdVatCode,BTW code:,Code TVA :,9,10,111%,FALSE,,,irgPrdVatCode,BTW code:,
Victoria,kruidvat__products_information_page__titles__igcRecyclingInfo,Recycling Info:,Info recyclage :,15,16,107%,FALSE,,,igcRecyclingInfo,Recycling Info:,
Victoria,kruidvat__products_information_page__titles__igcUses,Te gebruiken bij:,À utiliser en cas de :,17,22,129%,FALSE,,,igcUses,Te gebruiken bij:,
Victoria,kruidvat__products_information_page__titles__igcVariantType,Variant type:,Variante :,13,10,77%,FALSE,,,igcVariantType,Variant type:,
Victoria,kruidvat__products_information_page__titles__igcWarnings,Let op!:,Attention ! :,8,13,163%,FALSE,,,igcWarnings,Let op!:,
Victoria,kruidvat__products_information_page__titles__igcWeight,Gewicht:,Poids,8,5,63%,FALSE,,Je pèse -> Poids,igcWeight,Gewicht:,
Victoria,kruidvat__products_information_page__titles__kvDepth,Diepte:,Profondeur :,7,12,171%,FALSE,,,kvDepth,Diepte:,
Victoria,kruidvat__products_information_page__titles__kvDocumentationUrl,URL bijsluiter:,URL notice :,15,12,80%,FALSE,,,kvDocumentationUrl,URL bijsluiter:,
Victoria,kruidvat__products_information_page__titles__kvHeight,Hoogte:,Hauteur :,7,9,129%,FALSE,,,kvHeight,Hoogte:,
Victoria,kruidvat__products_information_page__titles__KvIsNewDate,Nieuw online:,Nouveau en ligne :,13,18,138%,FALSE,,,KvIsNewDate,Nieuw online:,
Victoria,kruidvat__products_information_page__titles__kvOtcProductIndicator,Niet te gebruiken bij:,Ne pas utiliser en cas de :,22,27,123%,FALSE,,,kvOtcProductIndicator,Niet te gebruiken bij:,
Victoria,kruidvat__products_information_page__titles__kvPharmacy,Verplicht advies (OTC):,Conseil obligatoire (médicaments en vente libre) :,23,50,217%,FALSE,,,kvPharmacy,Verplicht advies (OTC):,
Victoria,kruidvat__products_information_page__titles__kvPromoAssortment,Assortiment/Promo:,Assortiment/Promo:,18,18,100%,TRUE,,,kvPromoAssortment,Assortiment/Promo:,
Victoria,kruidvat__products_information_page__titles__kvSummaryDescription,Samenvatting productinformatie:,Samenvatting productinformatie:,31,31,100%,TRUE,,,kvSummaryDescription,Samenvatting productinformatie:,
Victoria,kruidvat__products_information_page__titles__kvVariantSize,Maat:,Taille :,5,8,160%,FALSE,,,kvVariantSize,Maat:,
Victoria,kruidvat__products_information_page__titles__kvWeightCENr,Weight CE NR.:,Weight CE NR.:,14,14,100%,TRUE,,,kvWeightCENr,Gewicht CE NR.:,
Victoria,kruidvat__products_information_page__titles__kvWidth,Breedte:,Breedte:,8,8,100%,TRUE,,,kvWidth,Breedte:,
Victoria,kruidvat__products_information_page__titles__kvWls,WLS:,WLS:,4,4,100%,TRUE,,,kvWls,WLS:,
Victoria,kruidvat__products_information_page__titles__kvWlsURL,WLS URL:,WLS URL:,8,8,100%,TRUE,,,kvWlsURL,WLS URL:,
Victoria,kruidvat__products_information_page__titles__kvIngredientStatement,Ingredientendeclaratie:,Ingredientendeclaratie:,23,23,100%,TRUE,,,kvIngredientStatement,Ingredientendeclaratie:,
Victoria,kruidvat__products_information_page__titles__loyaltyProductAvailability,Loyalty Product Availability:,Loyalty Product Availability:,29,29,100%,TRUE,,,,,
Victoria,kruidvat__products_information_page__titles__loyaltyProductOfflineDate,Niet meer geldig op:,Niet meer geldig op:,20,20,100%,TRUE,,,loyaltyProductOfflineDate,Loyalty Product Offline Date:,
Victoria,kruidvat__products_information_page__titles__loyaltyProductPoints,Loyalty Product Points:,Loyalty Product Points:,23,23,100%,TRUE,,,loyaltyProductPoints,Loyalty Product Points:,
Victoria,kruidvat__products_information_page__titles__showPdpContentHubArticles,[showPdpContentHubArticles]:,[showPdpContentHubArticles]:,28,28,100%,TRUE,,,showPdpContentHubArticles,[showPdpContentHubArticles]:,
Victoria,kruidvat__products_information_page__titles__image,Product image,Product image,13,13,100%,TRUE,,,image,Product image,
Victoria,kruidvat__products_information_page__titles__product_information,Product informatie,Product informatie,18,18,100%,TRUE,,,,,
Victoria,kruidvat__products_information_page__titles__medical_information,Medische informatie,Medische informatie,19,19,100%,TRUE,,,medical_information,Medische informatie,
Victoria,kruidvat__products_information_page__titles__label_information,Label informatie,Label informatie,16,16,100%,TRUE,,,,,
Victoria,kruidvat__products_information_page__titles__general_information,Gemiddelde informatie,Gemiddelde informatie,21,21,100%,TRUE,,,,,
Victoria,kruidvat__products_information_page__titles__legal_name,Legal naam,Legal naam,10,10,100%,TRUE,,,,,
Victoria,kruidvat__products_information_page__titles__portions_per_package,Portions Per Package,Portions Per Package,20,20,100%,TRUE,,,portions_per_package,Portions Per Package,
Victoria,kruidvat__products_information_page__titles__composition__=,Samenstelling,Composition,13,11,85%,FALSE,,,composition,Samenstelling,
Victoria,kruidvat__products_information_page__titles__composition__per,Samenstelling per,Composition par,17,15,88%,FALSE,,,,,
Victoria,kruidvat__products_information_page__titles__allergies,Allergieën,Allergies,10,9,90%,FALSE,,"Allergènes -> Allergies (ik houd liever aan wat er in het NLD staat, al zal het wel over allergenen gaan)",allergies,Allergies,
Victoria,kruidvat__products_information_page__titles__ingredients,Ingredientendeclaratie,Liste des ingrédients,22,21,95%,FALSE,,,,,
Victoria,kruidvat__products_information_page__titles__instructions,Gebruiksaanwijzing,Conseils d'utilisation,18,22,122%,FALSE,,,,,
Victoria,kruidvat__products_information_page__titles__important,Belangrijk,Important,10,9,90%,FALSE,,,important,Important,
Victoria,kruidvat__products_information_page__titles__alcohol_percentage,Alcoholpercentage,Titre alcoométrique,17,19,112%,FALSE,,,alcohol_percentage,Alcoholpercentage,
Victoria,kruidvat__products_information_page__titles__additional,Overig,Autres,6,6,100%,FALSE,,,OtherButtonTitle,Overig,
Victoria,kruidvat__products_information_page__titles__contact_information,Contactinformatie,Coordonnées,17,11,65%,FALSE,,,,,
Victoria,kruidvat__products_information_page__titles__section__label_information,Etiket informatie,Etiket informatie,17,17,100%,TRUE,,,label_information,Etiket informatie,
Victoria,kruidvat__products_information_page__titles__section__information,Product informatie,Product informatie,18,18,100%,TRUE,,,,,
Victoria,kruidvat__products_information_page__titles__section__medical_information,Medische informatie,Informations médicales,19,22,116%,FALSE,,,,,
Victoria,kruidvat__activity__login_authentication_page_description,,,0,0,#DIV/0!,TRUE,,,,,
Victoria,kruidvat__activity__shelf_error_connection,$activity_purchase_place_order_error_connection,$activity_purchase_place_order_error_connection,47,47,100%,TRUE,,,,,
Victoria,kruidvat__home_page__best_seller_add_to_cart_button,In winkelmand,Ajouter au panier,13,17,131%,FALSE,,d'achats weggehaald ivm lengte,,,
Victoria,kruidvat__home_page__store_locator__locating_title,Locatie Opzoeken,Recherche magasin,16,17,106%,FALSE,Does this mean 'find shop (location)'?,Volgens mij is dit de winkelzoeker,,,
Victoria,kruidvat__home_page__store_locator__|,complete_registration,complete_registration,21,21,100%,TRUE,,,,,
Victoria,kruidvat__home_page__store_locator__|__=,Rond de activatie af om de dichtstbijzijnde winkel te vinden,Terminez l'activation pour trouver le magasin le plus proche,60,60,100%,FALSE,,,CompleteRegistration,Rond de activatie af om de dichtstbijzijnde winkel te vinden,
Victoria,kruidvat__home_page__store_locator__|__prompt,,,0,0,#DIV/0!,TRUE,,,,,
Victoria,kruidvat__home_page__store_locator__|__button,LOG IN,CONNEXION,6,9,150%,FALSE,,,,,
Victoria,kruidvat__nl__host,www.kruidvat.nl,www.kruidvat.nl,15,15,100%,TRUE,.nl shouldn't be in the BE app,NO,,www.kruidvat.nl,
Victoria,kruidvat__nl__path_prefix,/p/,/p/,3,3,100%,TRUE,.nl shouldn't be in the BE app,NO,,/p/,
Victoria,kruidvat__nl__schema,http,http,4,4,100%,TRUE,.nl shouldn't be in the BE app,NO,,http,
Victoria,kruidvat__be__host,www.kruidvat.be,www.kruidvat.be,15,15,100%,TRUE,,,,www.kruidvat.be,
Victoria,kruidvat__be__path_prefix,/p/,/p/,3,3,100%,TRUE,,,,/p/,
Victoria,kruidvat__be__schema,http,http,4,4,100%,TRUE,,,,http,
Victoria,kruidvat__privacy_policy_next,VOLGENDE,SUIVANT,8,7,88%,FALSE,,,BottomButtonNext,VOLGENDE,
Victoria,kruidvat__home_delivery_only_description,Sommige producten kunnen alleen thuis bezorgd worden,Certains produits peuvent uniquement être livrés à domicile.,52,60,115%,FALSE,,,HomeDeliveryOnly,Sommige producten kunnen alleen thuis bezorgd worden,
Victoria,kruidvat__onboarding_title__home,Welkom in de vernieuwde Kruidvat App,Bienvenue dans la nouvelle appli Kruidvat,36,41,114%,FALSE,,l'appli Kruidvat rénovée -> la nouvelle appli Kruidvat,ScreenTitle0,Welkom in de vernieuwde Kruidvat App,
Victoria,kruidvat__onboarding_title__categories,Vind je producten per categorie,Cherchez vos produits par catégorie,31,35,113%,FALSE,,,ScreenTitle3,Vind je producten per categorie,
Victoria,kruidvat__onboarding_title__text_search,Zo gevonden met de zoekfunctie,Utilisez la fonction de recherche,30,33,110%,FALSE,,Trouvez votre produit avec la fonction de recherche -> ik denk dat dit te lang is. Suggestie: Utilisez la fonction de recherche,ScreenTitle2,Zo gevonden met de zoekfunctie,
Victoria,kruidvat__onboarding_title__shelves,Alle aanbiedingen in één overzicht,Aperçu de toutes les promos en cours,34,36,106%,FALSE,,,ScreenTitle5,Alle aanbiedingen in één overzicht,
Victoria,kruidvat__onboarding_title__cart,Selecteer producten in je winkelmandje,Sélectionnez des produits dans votre panier d'achats,38,52,137%,FALSE,,,ScreenTitle4,Selecteer producten in je winkelmandje,
Victoria,kruidvat__onboarding_title__dayly_deals,Check je puntensaldo en Jouw aanbieding,Consultez votre solde de points et Votre offre,39,46,118%,FALSE,,,ScreenTitle1,Check je puntensaldo en Jouw aanbieding,
Victoria,kruidvat__onboarding_title__checkout,Snel en simpel je bestelling in huis,Livraison à domicile rapide et facile,36,37,103%,FALSE,,"Votre commande à domicile, rapidement et facilement -> Livraison à domicile rapide et facile (korter)",ScreenTitle6,Snel en simpel je bestelling in huis,
Victoria,kruidvat__attribute__documentation_url_display,Download de bijsluiter,Télécharger la notice,22,21,95%,FALSE,,,isURLPlaceholderText,Download de bijsluiter,
Victoria,kruidvat__attribute__static_title_label_information,Hoewel wij zorg en aandacht besteden aan de etiketinformatie op internet kan het zijn dat deze afwijkt van de etiketinformatie op het product. Ten aanzien hiervan aanvaarden wij geen aansprakelijkheid. Lees daarom altijd de etiketinformatie op het product dat je thuis ontvangt.,"Malgré le plus grand soin que nous apportons aux mentions d'étiquetage sur internet, ces informations peuvent différer de celles figurant sur l'étiquette du produit. Nous ne pouvons pas en être tenus pour responsables. Lisez donc toujours attentivement les informations figurant sur l'étiquette du produit que vous recevez chez vous.",278,333,120%,FALSE,,"Nous apportons le plus grand soin aux mentions d'étiquetage sur internet. Cependant, il se peut que ces informations-ci diffèrent de celles figurant sur l'étiquette du produit. -> Malgré le plus ..., ces informations peuvent différer de ... (korter)",kvLabelInfoText,Hoewel wij zorg en aandacht besteden aan de etiketinformatie op internet kan het zijn dat deze afwijkt van de etiketinformatie op het product. Ten aanzien hiervan aanvaarden wij geen aansprakelijkheid. Lees daarom altijd de etiketinformatie op het product dat je thuis ontvangt.,
Victoria,kruidvat__depth_group_text_gravity__0,center,center,6,6,100%,TRUE,,,,,
Victoria,kruidvat__depth_group_text_gravity__1,left,left,4,4,100%,TRUE,,,,,
Victoria,kruidvat__login__skip_button_text,Voltooi later,Terminer plus tard,13,18,138%,FALSE,,,SkipButtonText,Voltooi later,
Victoria,kruidvat__login__wrong_password,"Wachtwoord is niet juist, Probeer opnieuw","Mot de passe incorrect, veuillez réessayer.",41,43,105%,FALSE,,"correcte -> -e
essayez à nouveau -> veuillez réessayer",,"Mot de passe incorrect, veuillez réessayer.",
Victoria,kruidvat__login__wrong_password_or_email,Check het mailadres en/of wachtwoord,Vérifiez l'adresse e-mail et/ou le mot de passe,36,47,131%,FALSE,,Contrôlez -> Vérifiez,,,
Victoria,kruidvat__login__email_description,Vul je mailadres in,Saisissez votre adresse e-mail,19,30,158%,FALSE,,,TopLabelText,Vul je mailadres in,
Victoria,kruidvat__login__page_email_hint,Vul e-mailadres in,Saisissez votre adresse e-mail,18,30,167%,FALSE,,,,,
Victoria,kruidvat__login__profile_description,"We gebruiken je geboortedatum als het nodig is om je leeftijd te controleren. Ook kunnen we je op basis van je leeftijd en geslacht passende acties, cadeaus en evenementen aanbieden.","Nous utilisons votre date de naissance quand il est nécessaire de vérifier votre âge. Nous vous proposons également des promos, des cadeaux et des évènements basés sur votre âge et votre sexe.",182,192,105%,FALSE,,contrôler -> vérifier (contrôler is eerder 'beheersen'),InfoLabelText,"We gebruiken je geboortedatum als het nodig is om je leeftijd te controleren. Ook kunnen we je op basis van je leeftijd en geslacht passende acties, cadeaus en evenementen aanbieden.",
Victoria,kruidvat__login__address_description,We hebben je postcode en adres nodig om je post te kunnen sturen. Ook kunnen we je informeren over acties bij de dichtstbijzijnde winkel.,Nous utilisons votre code postal et votre adresse pour vous envoyer du courrier. Nous pouvons ainsi également vous informer de promos dans le magasin le plus proche.,137,165,120%,FALSE,,"postale -e
quand nous vous envoyons de la poste -> pour vous envoyer du courrier",,,
Victoria,kruidvat__login__page_registration_need_an_account,Nog geen account? Maak nu aan!,Pas encore de compte ? Créez-le maintenant !,30,44,147%,FALSE,,"Créez-en un -> Créez-le (korter, leest ook iets makkelijker)",BottomText,Nog geen account? Maak nu aan!,
Victoria,kruidvat__login__page_registration_already_exist_email,Er bestaat al een account met dit mailadres,Il existe déjà un compte avec cette adresse mail,43,48,112%,FALSE,,,EmailErrorEmailAlreadyUsed,Er bestaat al een account met dit mailadres,
Victoria,kruidvat__login__page_login_need_account,Nog geen account? Maak nu aan!,Pas encore de compte ? Créez-le maintenant !,30,44,147%,FALSE,,,,,
Victoria,kruidvat__login__page_login_description,Log in om toegang te krijgen tot je Kruidvat account.,Connectez-vous pour accéder à votre compte Kruidvat.,53,52,98%,FALSE,,,MiddleText,Log in om toegang te krijgen tot je Kruidvat account.,
Victoria,kruidvat__login__page_forgot_password_back_to_login,Opnieuw inloggen,Se reconnecter,16,14,88%,FALSE,,Connectez-vous à nouveau -> Se reconnecter,ContinueSentText,OPNIEUW INLOGGEN,
Victoria,kruidvat__login__page_forgot_password,Wachtwoord vergeten?,J'ai oublié mon mot de passe,20,28,140%,FALSE,,,ForgetPasswordButtonTitle,Wachtwoord vergeten?,
Victoria,age_under_16,Ben je onder de 16? Leuk dat je deze app wilt gebruiken! Je hebt wel toestemming van je ouders nodig.,"Vous avez moins de 16 ans ? Bonne idée d'utiliser cette appli ! Par contre, il nous faut la permission de vos parents.",101,118,117%,FALSE,,Une excellente idée -> Bonne idée (korter),AgeWarningMessageLabelText,Ben je onder de 16? Leuk dat je deze app wilt gebruiken! Je hebt wel toestemming van je ouders nodig.,
Victoria,message_age_restriction,Wil je meer informatie?,Vous souhaitez plus d'informations ?,23,36,157%,FALSE,,,,,
Victoria,password__short,Je wachtwoord dient 8 of meer tekens te bevatten waarvan minimaal 1 letter en 1 cijfer.,"Votre mot de passe doit contenir au moins 8 caractères, dont au moins 1 lettre et 1 chiffre.",87,92,106%,FALSE,,parmi lesquels -> dont,Register,Je wachtwoord dient 8 of meer tekens te bevatten waarvan minimaal 1 letter en 1 cijfer,
Victoria,password__at_least_one__letter,Gebruik minstens 1 letter in je wachtwoord,Utilisez au moins 1 lettre dans votre mot de passe,42,50,119%,FALSE,,,,,
Victoria,password__at_least_one__number,Gebruik minstens 1 cijfer in je wachtwoord,Utilisez au moins 1 chiffre dans votre mot de passe,42,51,121%,FALSE,,,,,
Victoria,static_map_image_url,https://maps.googleapis.com/maps/api/staticmap?center=%s&language=%s&zoom=%d&size=%dx%d&scale=%d&maptype=roadmap&markers=icon:%s|%s&key=%s,https://maps.googleapis.com/maps/api/staticmap?center=%s&language=%s&zoom=%d&size=%dx%d&scale=%d&maptype=roadmap&markers=icon:%s|%s&key=%s,138,138,100%,TRUE,,,,,
Victoria,animated_gif_url,MKGn299XpJ6mn9c6/cache/40/%s,MKGn299XpJ6mn9c6/cache/40/%s,28,28,100%,TRUE,,,,,
Victoria,server_client_id,718157862845-md9757pi4e68t7jh401voflvn7b89pj1.apps.googleusercontent.com,718157862845-md9757pi4e68t7jh401voflvn7b89pj1.apps.googleusercontent.com,72,72,100%,TRUE,,,,,
Victoria,android_client_id,718157862845-pqqqhram4hgkur5e5m107tpmjar66e3a.apps.googleusercontent.com,718157862845-pqqqhram4hgkur5e5m107tpmjar66e3a.apps.googleusercontent.com,72,72,100%,TRUE,,,,,
Victoria,zendesk_chat_key,4MYGefTWPLrhnN5HRCGwPpsGqzD4dXw8,4MYGefTWPLrhnN5HRCGwPpsGqzD4dXw8,32,32,100%,TRUE,,,,,
Victoria,article_translation,article_translation,article_translation,19,19,100%,TRUE,,,,,
Victoria,title_activity_settings,Instellingen,Instellingen,12,12,100%,TRUE,,,Settings,Instellingen,
Victoria,pref__header_general,Algemeen,Généralités,8,11,138%,FALSE,,,,,
Victoria,pref__cart_detector__default_separator_key_word,en,et,2,2,100%,FALSE,,,,,
Victoria,pref__cart_detector__|,enable,enable,6,6,100%,TRUE,,,,,
Victoria,,keywords,keywords,8,8,100%,TRUE,,,,,
Victoria,,delay,delay,5,5,100%,TRUE,,,,,
Victoria,pref__cart_detector__|__title,Kaartdetector inschakelen,Activer le détecteur de carte,25,29,116%,FALSE,cart or card detector? field name vs Dutch ,Enclencher le détecteur de cartes -> Activer (le) détecteur de carte,,,
Victoria,,Zoektermdetector winkelmand,Détecteur de termes de recherche panier d'achats,27,48,178%,FALSE,cart or card detector? field name vs Dutch. Was this to be translated?,"paniers -s
eventueel kan d'achats er nog af als lengte een probleem is.",,,
Victoria,,Vertraging van de kaartdetector,Retard du détecteur de carte,31,28,90%,FALSE,cart or card detector? field name vs Dutch ,,,,
Victoria,pref__cart_detector__|__summary,"In het geval dat het zoeken naar de gebruikersstem en het gedefinieerde woord verschijnen, wordt het stemresultaat begrensd volgens het sleutelwoord van de detector en wordt het eerste product aan het karretje toegevoegd.","In het geval dat het zoeken naar de gebruikersstem en het gedefinieerde woord verschijnen, wordt het stemresultaat begrensd volgens het sleutelwoord van de detector en wordt het eerste product aan het karretje toegevoegd.",221,221,100%,TRUE,should this be translated?,NO,,,
Victoria,,"The key words, according to this key word the cart detector will split the cart into products, you can add more then 1 key word and separate them by |","The key words, according to this key word the cart detector will split the cart into products, you can add more then 1 key word and separate them by |",150,150,100%,TRUE,,NO,,,
Victoria,,De vertraging in milliseconden tussen elke deelzoekopdracht,De vertraging in milliseconden tussen elke deelzoekopdracht,59,59,100%,TRUE,should this be translated?,NO,,,
Victoria,pref__general__title,Licentieovereenkomst,Accord de licence,20,17,85%,FALSE,,,,,
Victoria,pref__general__lowest_price,Laagste prijs,Prix le plus bas,13,16,123%,FALSE,,Le prix -> Prix,,,
Victoria,pref__general__local_product,Lokaal product,Produit local,14,13,93%,FALSE,,,,,
Victoria,pref__general__environment_friendly,Milieuvriendelijk,Écologique,17,10,59%,FALSE,,,,,
Victoria,pref__general__animals_friendly,Diervriendelijk,Sans souffrance animale,15,23,153%,FALSE,,,,,
Victoria,pref__general__low_energy,Energiezuinig,Économique,13,10,77%,FALSE,,,,,
Victoria,pref__general__kosher,Kosher,Casher,6,6,100%,FALSE,,,,,
Victoria,pref__general__round_up__prices,Prijzen afronden,Prix arrondis,16,13,81%,FALSE,,,,,
Victoria,pref__general__round_up__price_bar_font_color,Prijzen afronden,Prix arrondis,16,13,81%,FALSE,,,,,
Victoria,pref__general__open_page__|,home_first,home_first,10,10,100%,TRUE,,,,,
Victoria,,start_first,start_first,11,11,100%,TRUE,,,,,
Victoria,pref__general__open_page__|__title,Homepage tonen bij opstarten app,Afficher la page d'accueil au démarrage,32,39,122%,FALSE,,Montrer la page d'accueil en démarrant l'appli ??? -> Afficher la page d'accueil au démarrage,,,
Victoria,,Eerst startpagina openen,D'abord ouvrir la page d'accueil,24,32,133%,FALSE,,,,,
Victoria,pref__general__open_page__|__summary,,,0,0,#DIV/0!,TRUE,,,,,
Victoria,,"Als het platform een startpagina heeft, zal de startpagina voorrang krijgen als startpunt","Si la plateforme a une page d'accueil, celle-ci sera prioritaire au démarrage",89,77,87%,FALSE,should this be translated ?,recevra la priorité en tant que point de départ ??? -> sera prioritaire au démarrage,,,
Victoria,pref__general__always_show_on_boarding__title,Toon bij het opstarten altijd het startscherm,Toujours montrer la page d'accueil au démarrage,45,47,104%,FALSE,,en démarrant -> au démarrage,,,
Victoria,pref__general__always_show_on_boarding__summary,Wanneer aangevinkt wordt bij het opstarten het startscherm weergegeven,"Si activée, la page d'accueil est toujours affichée au démarrage",70,64,91%,FALSE,,coché -> activée (zou slaan op page d'accueil) >>> gaat het hier niet om een optie die aangevinkt staat ? (en dus activé),,,
Victoria,pref__general__categories_look_and_feel__title,Categorieën look & feel,Categorieën look & feel,23,23,100%,TRUE,should this be translated?,NO,,,
Victoria,pref__general__categories_look_and_feel__summary,Wanneer aangevinkt worden standaard de categorieën in het schap getoond,"Si activées, les catégories sont affichées d'office dans le rayon",71,65,92%,FALSE,,coché -> activées >>> idem vorige opmerking,,,
Victoria,pref__general__haptic_feedback__title,Trillen,Vibreur,7,7,100%,FALSE,,,,,
Victoria,pref__general__haptic_feedback__summary,Telefoon zal trillen bij het bladeren door producten,Le téléphone vibre quand vous feuilletez des produits,52,53,102%,FALSE,,en feuilletant -> quand vous feuilletez (anders zou de telefoon zelf bladeren),,,
Victoria,pref__general__haptic_feedback__type__title,Trillingseffect,Effet vibreur,15,13,87%,FALSE,,de vibration -> vibreur,,,
Victoria,pref__general__haptic_feedback__type__summary,Soort trillingseffect,Sorte d'effet vibreur,21,21,100%,FALSE,,,,,
Victoria,pref__general__haptic_feedback__delay__title,Vertraging van de haptische feedback,Délai du retour haptique,36,24,67%,FALSE,,,,,
Victoria,pref__general__haptic_feedback__delay__summary,Minimale vertraging in milliseconden,Délai minimal en millisecondes,36,30,83%,FALSE,,,,,
Victoria,pref__allergies__title,Allergieën voorkeuren,Préférences allergènes,21,22,105%,FALSE,,,,,
Victoria,pref__allergies__dairy,Zuivel,Produits laitiers,6,17,283%,FALSE,,,,,
Victoria,pref__allergies__gluten,Gluten,Gluten,6,6,100%,TRUE,,,,,
Victoria,pref__allergies__soy,Soja,Soja,4,4,100%,TRUE,,,,,
